,activity,event,dataset_id,true_pos,false_pos,false_neg,precision,recall,F1,mean_abs_time_diff
83,outdoor_walknrun,HS,Sub17_RF_HS,349,307,6,0.5320121951219512,0.9830985915492958,0.6904055390702274,2.318051575931232
84,outdoor_walknrun,HS,Sub18_LF_HS,194,196,26,0.49743589743589745,0.8818181818181818,0.6360655737704918,2.8762886597938144
85,outdoor_walknrun,HS,Sub18_RF_HS,117,166,64,0.4134275618374558,0.6464088397790055,0.5043103448275862,1.7008547008547008
86,outdoor_walknrun,HS,Sub19_LF_HS,245,237,0,0.508298755186722,1.0,0.6740027510316369,0.9428571428571428
87,outdoor_walknrun,HS,Sub19_RF_HS,270,37,6,0.8794788273615635,0.9782608695652174,0.9262435677530018,2.466666666666667
88,outdoor_walknrun,HS,Sub20_LF_HS,557,8,0,0.9858407079646018,1.0,0.9928698752228164,1.6193895870736086
89,outdoor_walknrun,HS,Sub20_RF_HS,528,39,0,0.9312169312169312,1.0,0.9643835616438355,1.9299242424242424
90,outdoor_walknrun,TO,Sub12_LF_TO,0,0,138,0.0,0.0,0.0,1000.0
91,outdoor_walknrun,TO,Sub12_RF_TO,0,0,139,0.0,0.0,0.0,1000.0
92,outdoor_walknrun,TO,Sub13_LF_TO,766,1930,20,0.2841246290801187,0.9745547073791349,0.4399770246984492,3.433420365535248
93,outdoor_walknrun,TO,Sub13_RF_TO,360,1269,130,0.22099447513812154,0.7346938775510204,0.33978291647003306,2.8027777777777776
94,outdoor_walknrun,TO,Sub14_LF_TO,0,0,148,0.0,0.0,0.0,1000.0
95,outdoor_walknrun,TO,Sub14_RF_TO,216,1259,76,0.1464406779661017,0.7397260273972602,0.24448217317487267,0.9814814814814815
96,outdoor_walknrun,TO,Sub15_LF_TO,543,764,8,0.41545524100994646,0.985480943738657,0.5844994617868676,2.3885819521178635
97,outdoor_walknrun,TO,Sub15_RF_TO,0,0,102,0.0,0.0,0.0,1000.0
98,outdoor_walknrun,TO,Sub16_LF_TO,9,468,138,0.018867924528301886,0.061224489795918366,0.028846153846153848,3.2222222222222223
99,outdoor_walknrun,TO,Sub16_RF_TO,0,705,147,0.0,0.0,0.0,1000.0
100,outdoor_walknrun,TO,Sub17_LF_TO,0,19,153,0.0,0.0,0.0,1000.0
101,outdoor_walknrun,TO,Sub17_RF_TO,0,0,153,0.0,0.0,0.0,1000.0
102,outdoor_walknrun,TO,Sub18_LF_TO,0,0,148,0.0,0.0,0.0,1000.0
103,outdoor_walknrun,TO,Sub18_RF_TO,0,26,149,0.0,0.0,0.0,1000.0
104,outdoor_walknrun,TO,Sub19_LF_TO,10,606,148,0.016233766233766232,0.06329113924050633,0.025839793281653745,1.8
105,outdoor_walknrun,TO,Sub19_RF_TO,16,221,144,0.06751054852320675,0.1,0.0806045340050378,0.875
106,outdoor_walknrun,TO,Sub20_LF_TO,205,366,3,0.35901926444833626,0.9855769230769231,0.5263157894736842,2.395121951219512
107,outdoor_walknrun,TO,Sub20_RF_TO,0,9,100,0.0,0.0,0.0,1000.0
